family,n,rep,gain,wins
strong,11,95,-0.002827522648470193,4
strong,11,96,0.009326802503695664,3
strong,11,97,0.014728504944701348,2
strong,11,98,-0.00996976861130594,4
strong,11,99,-0.016207199563554542,4
strong,16,0,0.07425326561011791,2
strong,16,1,0.016062948937969446,2
strong,16,2,0.029840677384454506,0
strong,16,3,0.030901196738614134,2
strong,16,4,0.02841240621465113,5
strong,16,5,-0.008308995640398109,5
strong,16,6,0.09089445799375229,1
strong,16,7,0.03230441956847718,2
strong,16,8,0.023506889057630764,2
strong,16,9,0.06920707990646802,1
strong,16,10,-0.03619810441157134,6
strong,16,11,-0.02517162328286293,4
strong,16,12,0.018480175701931834,2
strong,16,13,0.05242939082022191,1
strong,16,14,0.05307477214229517,3
strong,16,15,0.008347649480761055,3
strong,16,16,0.0034381840010128117,3
strong,16,17,0.031877560882842215,0
strong,16,18,0.05840583569607283,3
strong,16,19,0.07014359258215119,3
strong,16,20,0.04755742218262948,2
strong,16,21,-0.011302309149231915,6
strong,16,22,0.009499303825618921,4
strong,16,23,0.07155980758350289,0
strong,16,24,-0.0063105646137536775,5
strong,16,25,-0.015703842421805225,7
strong,16,26,0.056303090018933744,2
strong,16,27,0.01593222982492959,3
strong,16,28,-0.014247479593420431,5
strong,16,29,0.013908155752586415,3
strong,16,30,0.016597970059248013,4
strong,16,31,0.014639497771380627,2
strong,16,32,0.04569403282190532,1
strong,16,33,0.03148837017694828,2
strong,16,34,-0.009041328628324297,5
strong,16,35,0.028870572054469856,1
strong,16,36,0.039761927235661076,2
strong,16,37,-0.016171065040278987,4
strong,16,38,-0.010233100132155504,6
strong,16,39,0.061563928891129494,1
strong,16,40,0.010497243352845631,4
strong,16,41,-0.01015047085516707,5
strong,16,42,0.07548607500574,1
strong,16,43,0.03279486850596769,3
strong,16,44,-0.00038096243370056015,5
strong,16,45,0.08658465954485817,0
strong,16,46,-0.006894255576242347,5
strong,16,47,-0.003665600387153134,6
strong,16,48,0.0956531134713039,0
strong,16,49,0.02886619787732292,2
strong,16,50,0.08257981007588544,0
strong,16,51,0.010991380644564508,3
strong,16,52,0.015103510539483,2
strong,16,53,0.016122702290232604,2
strong,16,54,0.008272510711814784,5
strong,16,55,0.06894992164715807,1
strong,16,56,0.0457998951201779,3
strong,16,57,0.016696015410473386,4
strong,16,58,0.050567521317382735,1
strong,16,59,0.0561796611615627,0
strong,16,60,0.042977088573057154,3
strong,16,61,0.1521517525525079,0
strong,16,62,0.040856003946167285,1
strong,16,63,0.026937383919334423,2
strong,16,64,0.10839994670745923,1
strong,16,65,0.009908269367707723,4
strong,16,66,0.05777246717514106,2
